"AccountEnabled","AlternativeSecurityIds","ApproximateLastSignInDateTime","ComplianceExpirationDateTime","DeletedDateTime","DeviceCategory","DeviceId","DeviceMetadata","DeviceOwnership","DeviceVersion","DisplayName","EnrollmentProfileName","Extensions","Id","IsCompliant","IsManaged","MdmAppId","MemberOf","OnPremisesLastSyncDateTime","OnPremisesSyncEnabled","OperatingSystem","OperatingSystemVersion","PhysicalIds","ProfileType","RegisteredOwners","RegisteredUsers","RegistrationDateTime","SystemLabels","TransitiveMemberOf","TrustType","AdditionalProperties"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","14/12/2023 02:24:15",,,,"b40ea28e-d240-4a12-bab9-264ade494e1f",,"Company","2","ACLT32","ASAPCLOUD Laptops Admin User",,"44dd7354-6168-447f-a0b8-35fc812a0684","True","True","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.22631.2861","System.String[]","RegisteredDevice",,,"30/08/2023 12:56:31","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","14/12/2023 16:47:16",,,,"4874e72b-853c-47dc-8e09-f8181bdb31ad",,"Company","2","ACVM02","ASAPCLOUD Laptops Admin User",,"46007a11-f5c6-42dc-97ad-e490500dc4ab","True","True","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.23606.1000","System.String[]","RegisteredDevice",,,"20/06/2023 22:33:36","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","20/12/2023 07:21:51",,,,"d6bfc0ab-400e-4767-9329-b518476aba28",,"Personal","2","Rens’s iPhone",,,"488dd607-8f60-4230-923b-42931952d668","True","True","0000000a-0000-0000-c000-000000000000",,,,"IPhone","17.0.2","System.String[]","RegisteredDevice",,,"04/10/2022 10:02:38","System.String[]",,"Workplace","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","26/05/2022 15:09:45",,,,"c2e81ab8-b30c-44ad-bd09-de587871785d",,"Company","2","ACLT02","ASAPCLOUD Laptops Admin User",,"48dab4b7-671c-4bac-a725-ef655ee5de49","False","False","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.19043.1288","System.String[]","RegisteredDevice",,,"08/01/2020 13:49:35","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","19/06/2023 15:14:15",,,,"7849dfb3-5e48-48b5-81fa-bd1847390358",,"Company","2","ACLT99","ASAPCLOUD Laptops Standard User",,"4a2411d1-8ad6-44ef-932a-90b675a02e29","False","False","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.22621.1555","System.String[]","RegisteredDevice",,,"23/03/2023 13:00:49","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"False","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","24/11/2022 14:47:47",,,,"35abad21-ee85-4c7e-a82b-bd24dba5d5f5",,"Company","2","Mariska's iPhone",,,"4ae7035b-7d3a-4042-865c-ad9bdbb0020e","False","False",,,,,"IPhone","15.4.1","System.String[]","RegisteredDevice",,,"03/07/2020 10:32:52","System.String[]",,"Workplace","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","20/12/2023 15:23:27",,,,"32769273-b1a7-4b36-9150-08caf51e908c",,,"2","DESKTOP-LLN6VRK",,,"4ba90174-e751-420b-9339-c495ee8c424f",,,,,,,"Windows","10.0.19042.1165","System.String[]","RegisteredDevice",,,"25/08/2021 18:50:09","System.String[]",,"Workplace","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","20/12/2023 12:01:37",,,,"c0649041-ffbd-4343-970e-79395214814e",,"Company","2","ACLT81","ASAPCLOUD Laptops Admin User",,"4f40401a-db7f-4c43-9f9b-7c1f1f0515cc","True","True","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.22631.2861","System.String[]","RegisteredDevice",,,"01/08/2023 09:34:11","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","05/12/2023 13:58:35",,,,"e0c760c9-3447-49db-8aef-6c82500c99f7",,"Company","2","ACLT05","ASAPCLOUD Laptops Standard User",,"4f8957e8-6c31-4c20-92d6-8658424d9871","True","True","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.22631.2715","System.String[]","RegisteredDevice",,,"07/09/2023 15:38:54","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","15/12/2022 08:45:21",,,,"37b6f672-b774-421c-a404-30e1c0cf8b21",,"Company","2","iPhone van Lody",,,"4feb4c08-2a0b-4bda-8def-b3e2f4e12b67","False","False",,,,,"IPhone","15.3.1","System.String[]","RegisteredDevice",,,"16/10/2020 14:10:02","System.String[]",,"Workplace","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","03/02/2022 20:45:50",,,,"6bfafb60-77f8-476b-a22c-b55dc3f6b89a",,"Company","2","iPhone van Dylan",,,"50075a13-5b4c-4a12-93d5-146c49001453","False","False",,,,,"IPhone","15.3","System.String[]","RegisteredDevice",,,"02/10/2021 06:47:29","System.String[]",,"Workplace","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","02/12/2023 19:24:10",,,,"5e1cf06d-80f5-4839-adaa-f212b91b6411",,,"2","Mees-Omen",,,"502b3592-0893-4ceb-b3ee-28e91fdf9ba0",,,,,,,"Windows","10.0.19044.1469","System.String[]","RegisteredDevice",,,"24/01/2022 14:41:11","System.String[]",,"Workplace","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","30/11/2020 11:34:48",,,"Windows","2d16d64c-9b98-4c25-b29a-9d88d7d6564a",,"Company","2","ACLT20","ASAPCLOUD Laptops Standard User",,"50c75e0a-9d1a-4af3-ae4d-f50c9bf771e1","False","False",,,,,"Windows","10.0.19041.508","System.String[]","RegisteredDevice",,,"30/11/2020 11:34:48","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","18/12/2023 06:17:51",,,,"8124e02c-af70-4df9-9d9c-6376cd336755",,"Company","2","ACLT06","ASAPCLOUD Laptops Admin User",,"53aa013f-390d-4f3f-870f-d336cb218565","True","True","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.22631.2861","System.String[]","RegisteredDevice",,,"07/02/2023 12:32:38","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","13/12/2023 06:54:06",,,,"925c22cc-07ec-4fba-af94-bd55f54e0124",,,"2","iPhone SE (2nd generation)",,,"54440a69-c674-41fb-b538-b5580ae6ff6f",,,,,,,"iOS","17.1.2","System.String[]","RegisteredDevice",,,"15/04/2022 09:05:59","System.String[]",,"Workplace","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","14/12/2023 16:44:07",,,,"b46893db-f9d4-48e2-9409-b542287d7b07",,"Company","2","ACVM01","ASAPCLOUD Laptops Admin User",,"588b81b0-d7c3-4060-a457-89996c07fab3","True","True","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.26016.1000","System.String[]","RegisteredDevice",,,"19/06/2023 09:34:33","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","30/05/2022 09:59:11",,,,"68c72ebf-a245-4fe1-98be-c52cc52a9be3",,,"2","samsungSM-N970F",,,"5aa2f089-34e5-428f-a08b-22a772b9f32b",,,,,,,"Android","10","System.String[]","RegisteredDevice",,,"20/01/2022 08:44:29","System.String[]",,"Workplace","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","02/06/2023 23:10:31",,,,"8e57632a-ba18-4e97-bedf-f0c86eaec510",,"Company","2","THEGATES",,,"5b486f2b-4596-4283-a630-2d3db7ef7576","False","False","0000000a-0000-0000-c000-000000000000",,,,"SurfaceHub","10.0.19045.2965","System.String[]","RegisteredDevice",,,"02/04/2021 12:53:32","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","12/12/2023 14:44:51",,,,"704b7687-d074-49e8-b527-30ec2d587912",,"Company","2","RIDDERZAAL",,,"5d79f0a3-ae52-4093-bfc6-61a7a65c8199","True","True","0000000a-0000-0000-c000-000000000000",,,,"SurfaceHub","10.0.19045.3803","System.String[]","RegisteredDevice",,,"08/06/2023 11:06:12","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","22/06/2023 14:00:10",,,,"b1ca1ed0-34a7-472d-90a5-6ee43f52cee2",,"Company","2","ACLT32","ASAPCLOUD Laptops Admin User",,"60de71fb-d50a-42b6-8c60-a19ae47558cb","False","False","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.22621.819","System.String[]","RegisteredDevice",,,"27/01/2022 14:26:27","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","01/10/2023 16:09:46",,,,"22c76dd6-0b68-4bf6-8ad9-83b4a8da5e5e",,"Personal","2","iPhonePiket",,,"6325a2b3-8b2a-47ef-a9c2-eb51ad8a8587","False","False",,,,,"IPhone","17.0.2","System.String[]","RegisteredDevice",,,"15/03/2023 06:24:52","System.String[]",,"Workplace","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","15/12/2023 09:44:05",,,,"9f977ac8-e39c-4318-83d4-d2c2012c880b",,"Company","2","ACLT70","ASAPCLOUD Laptops Admin User",,"636e7dfd-cf3e-400d-99e7-f9f3d0e74cb9","True","True","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.22631.2861","System.String[]","RegisteredDevice",,,"03/12/2023 17:32:19","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","13/12/2023 16:57:35",,,,"ccce3169-f6f2-427f-91cd-91a25f90e215",,,"2","SURFACE-STUDIO",,,"63f918b6-743c-4ffe-ade1-cf41cf4ad8df",,,,,,,"Windows","10.0.16299.0","System.String[]",,,,"21/12/2017 13:23:20","System.String[]",,"Workplace","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","03/07/2023 07:23:54",,,,"7b0c87d3-596f-4729-8a55-00d8e36cdb97",,"Company","2","ACLT27","ASAPCLOUD Laptops Admin User",,"646e5212-4d08-44a3-8136-9caf45897cfa","False","False","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.22621.1848","System.String[]","RegisteredDevice",,,"06/08/2021 09:39:53","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","20/12/2023 20:06:31",,,,"1439eac8-9d06-4a38-ae6c-9fb6faab535b",,"Company","2","ACLT07","ASAPCLOUD Laptops Admin User",,"66037b69-36ef-48c1-8ce5-22b0825333b6","True","True","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.22631.2861","System.String[]","RegisteredDevice",,,"17/09/2020 13:08:17","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","13/02/2023 02:57:09",,,,"f01d5735-4d4c-4eee-ac98-d372a319563e",,,"2","DESKTOP-9AVOQGK",,,"687f90e2-1073-4994-8b50-34309746038b",,,,,,,"Windows","10.0.19042.1110","System.String[]","RegisteredDevice",,,"26/07/2021 10:24:08","System.String[]",,"Workplace","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","17/12/2023 10:30:05",,,,"9d3f4361-00ff-4806-96cb-49466dd82054",,"Company","2","ACLT59","ASAPCLOUD Laptops Admin User",,"69080356-53cb-42f6-ab0e-8982ed367f33","True","True","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.22631.2861","System.String[]","RegisteredDevice",,,"01/09/2023 07:59:59","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","13/12/2023 11:53:39",,,,"4156c16e-dd9a-4acd-b5bc-a981450b41ee",,"Company","2","ACLT26","ASAPCLOUD Laptops Admin User",,"694a6358-e1f1-467e-9a77-9b0d9a056808","True","True","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.22631.2861","System.String[]","RegisteredDevice",,,"05/08/2021 08:06:10","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","20/09/2023 14:12:31",,,,"4775df90-5aa2-45dd-a7a6-0822abc62f1a",,"Personal","2","Dennis’s iPhone",,,"6aa8cc64-c2db-4823-8425-19157dfa84d1","False","False",,,,,"IPhone","17.0.1","System.String[]","RegisteredDevice",,,"18/09/2022 08:10:01","System.String[]",,"Workplace","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","18/12/2023 12:37:56",,,,"bc8b00e5-4249-4143-9ac0-f236384a44d2",,"Company","2","ACLT03","ASAPCLOUD Laptops Admin User",,"6b1bfcf3-d4e5-47ef-bbfa-93800fd5d27c","True","True","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.22000.2652","System.String[]","RegisteredDevice",,,"06/03/2020 13:35:38","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","12/12/2022 09:37:43",,,,"54fe982f-6e98-4637-adb6-b0d8de5b336f",,"Company","2","ACLT13","ASAPCLOUD Laptops Admin User",,"6ba97b8f-2fa6-4e50-ba21-2915a930d0f1","False","False","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.19045.2251","System.String[]","RegisteredDevice",,,"02/07/2019 08:54:30","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","20/12/2023 08:49:12",,,,"58fe0524-5112-4ba0-9d18-c23248e02e4d",,"Company","2","ACLT12","ASAPCLOUD Laptops Admin User",,"6e5ba8b6-3a7c-4b32-8b20-7211d69fcf92","True","True","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.22000.2652","System.String[]","RegisteredDevice",,,"15/12/2022 08:45:45","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","13/12/2023 18:24:31",,,,"afd9259f-b32a-48f9-98c5-a574849ee301",,"Company","2","ACLT15","ASAPCLOUD Laptops Admin User",,"6f3523cd-ca24-4254-bedc-21f761628a9c","False","True","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.22621.2283","System.String[]","RegisteredDevice",,,"18/09/2020 06:50:30","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","26/05/2022 15:07:01",,,,"92ce5f5e-0e40-41f1-aaf0-e9d829b9fd32",,"Company","2","ACLT25","ASAPCLOUD Laptops Admin User",,"71c54a9f-90c6-4fe1-8f6a-27fd702148db","False","False","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.19044.1466","System.String[]","RegisteredDevice",,,"18/09/2020 12:02:34","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","26/08/2023 11:30:23",,,,"051a0a50-0fba-46b3-a361-cdb36568ab32",,"Company","2","peter’s iPhone (2)",,,"725e97d8-3447-4b38-a6c9-12169379a841","False","True","0000000a-0000-0000-c000-000000000000",,,,"IPhone","16.6","System.String[]","RegisteredDevice",,,"12/10/2020 10:11:12","System.String[]",,"Workplace","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","13/12/2023 00:19:26",,,,"358c7df9-d8a4-4aa7-812a-6b4a45cb0731",,"Company","2","iPhone van Dylan",,,"733ebff6-461a-4e82-97a7-10cf606bb7c3","True","True","0000000a-0000-0000-c000-000000000000",,,,"IPhone","17.1.2","System.String[]","RegisteredDevice",,,"28/01/2022 07:08:18","System.String[]",,"Workplace","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","12/12/2022 09:32:48",,,,"27d14b31-34e4-4259-8623-f799bf536e04",,"Company","2","ACLT21","ASAPCLOUD Laptops Standard User",,"7383e189-d0cc-4a06-9223-bd87b0c37155","False","False","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.19045.2251","System.String[]","RegisteredDevice",,,"04/06/2021 11:25:02","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"False","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","04/10/2021 15:42:48",,,,"7b73ef65-8129-4c8e-98af-d2ff9c817d8b",,,"2","012783700753",,,"7402223a-b99f-4b37-957f-ba847d4aec2e",,,,,,,"Unknown","Unknown","System.String[]","RegisteredDevice",,,"04/10/2021 15:42:48","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","13/12/2023 12:52:39",,,,"20fd994b-27fc-483b-873a-708bd291a332",,"Company","2","ACLT28","ASAPCLOUD Laptops Admin User",,"74a72b75-d60f-4199-a9e8-52d04fb0f0f4","True","True","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.22631.2861","System.String[]","RegisteredDevice",,,"08/09/2023 09:34:56","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","11/12/2023 15:17:27",,,,"07bccd70-440c-4e18-9cc7-21111709858c",,"Company","2","ACLT53","ASAPCLOUD Laptops Admin User",,"74ffb046-5964-48f5-8e85-54f75ac2f199","True","True","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.22631.2861","System.String[]","RegisteredDevice",,,"02/01/2023 12:08:14","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","31/10/2022 20:35:48",,,,"df06626c-7056-41da-a51f-5912c99410fa",,,"2","PC1-GOPAN",,,"75be6db7-0276-419c-a837-d6d125ad328a",,,,,,,"Windows","10.0.18362.0","System.String[]","RegisteredDevice",,,"21/06/2020 11:04:17","System.String[]",,"Workplace","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","19/12/2023 06:23:36",,,,"4b122cff-0d5a-4711-a24b-ebc5d33e6bea",,"Company","2","ACLT05","ASAPCLOUD Laptops Admin User",,"7634884c-4f4e-42d5-8800-7994a2b0669d","True","True","0000000a-0000-0000-c000-000000000000",,,,"Windows","10.0.22631.2861","System.String[]","RegisteredDevice",,,"05/12/2023 12:48:18","System.String[]",,"AzureAd","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
"True","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphAlternativeSecurityId[]","05/10/2022 16:01:04",,,,"ceb5e9cc-0fc8-490e-ae7b-5ab06fb32dc8",,"Company","2","BBB iPhone",,,"77d6481e-5620-4964-8838-8ae27c480efb","False","False",,,,,"IPhone","16.0.2","System.String[]","RegisteredDevice",,,"01/12/2021 12:34:49","System.String[]",,"Workplace","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
